song_id,title,artist,tag,year,lyrics
12,Where You At Remix,3Shot Josh,rap,2020,"[Intro]: I’m tired of all these bitch ass niggas sleepin on me nigga
Finna wake these bitch ass niggas up...

Hop out on his ass turn his brains to a smoothie
All these rap niggas lame all my opps they some goofies
Niggas claim they winnin but them niggas really losing
Run up on his stupid ass hit his ass wit a 2 piece

Keep talkin tuff we go kick in yo door
Tell him get up leave his brains on the floor
Niggas act savage but really be hoes
Niggas be cappin don’t get exposed

Bitch I’m crazy I’m sum like Freddy
Slit a nigga throat wit a fuckin machete
Finna go on a drill bitch is you ready?
Walk a nigga down turn his brains to spaghetti

You is not hard you really soft
Like nicki minaj yo ass can get popped
Ima make a opp nigga give these bullets top
If you ain’t one of us you can get robbed
Think shit sweet but this shit ain’t swisher
Put the pole to his stomach then blow out his liver
From the pole where it’s cold shit feel like the winter
All my opps scared of me when they see me they shiver

That’s really how it is niggas know how I’m rockin
Put the pole to his face shoot his eye out the socket
All these rap niggas actors man these niggas needa stop it
Put a nigga on a shirt and I don’t gotta crop it

Smokin on that gas shit smell like the sewer
Choppa make a nigga bald you would think he lex luthor
You don’t know how to shoot bitch I think you need a tutor
Say he a hot nigga bet these hollows make him cooler

I know shorties who tryna earn stripes
Call up my hittas they come take yo life
Snitch ass niggas that’s some shit I don’t like
You niggas is squares jus like sum dice

Remember hittin licks ridin round in a stoli
Score on a nigga like my name was Kobe
Better hope I dont see you if yo bitchass owe me
Quit talkin tough nigga come show me
Hit his ass up take his chain and his rollie
He think i ain't wit it that nigga dont know me
Fuck the police tell em free all my broski’s
Have my shorties come thru put yo head on the table
Fuckin wit me swear that shit can get fatal
Bitches be ugly I dont wanna rate you
Sprayin that glizzy you thought they just maced you
223 bullets that shit real painful
Run up and shoot him from 2 different angles
Ion need a gun fuck around and get strangled
Bullets connect like sum muhfuckin cable, bitch!"
13,Speechless,Lukas James,pop,2017,"[Verse 1]
Silver dress, golden smile
I confess that for a while
I've been gazing
Ice cream brown hair
I see you over there
So amazing

[Pre-Chorus]
But my feet feel like [..]
And my heart is beating fast
Last day, last change

Don't know why, but I'm gonna do this
Though I'm shy, I'll get trough this
So here I am

[Chorus]
I'm speechless, 'cause I stand here
'Cause you're flawless asking [...]
As I walk up to you
Just to ask your name
Can't find the words to say
Standing here ashamed
Speechless
I'm speechless for you
[Verse 2]
Sweet girl, innocent
Makes me confident
That this is faith
Easy to get to know
Makes me want to throw
'cause she [...]

[Pre-Chorus]
Now my feet [...] at least
But my heart still beating fast
First date, first change
Don't you got, that I get to do this
Though I'm shy, you'll help me trough tis
So here I am

[Chorus]
I'm speechless, 'cause I stand here
'Cause you're flawless asking [...]
As I walk up to you
Calling out your name
Can't find the words to say
I'm speechless again
Speechless
I'm speechless for you
Speechless, speechless for you darling
I'm speechless for you

[Bridge]
Everyday
I try to say
How I feel
But still
You mase
And I gase
Instant
Throwing away

[Outro]
I'm speechless
I'm speechless for you"
14,Inside spring,Marcy King,rock,2021,"[Verse 1]
Is there a chance that someday
I could be just like everyone else?
And not have to worry 'bout social norms
And the way that I dress?
And talk about myself with confidence
And not complete disgust?
I wish I could be like the rest of them
And never give a fuck

[Instrumental]

[Verse 2]
And yeah, I'm crazy
But I wish it didn't have to be this way
And my friends like it
But I'm not happy at the end of the day
And mom and dad if you are listening
I'm sorry I messed up
I wish I could be like the rest of them
And never give a fuck
[Instrumental]

[Outro]
I'll spend my springtime inside
Hiding from myself
And staring down at a screen
People can be so mean
I'll write a story of us
Make fiction in my brain
And then I'll throw it away
Let it wash down the drain"
15,Travelers Psalm,"Murphy, D.X.",pop,2019,"[Verse 1: Murphy, D.X.]
Oh Father God
Won't You guide me on?
Oh Shepherd of my heart, restore my soul
Oh Father God
I shall not want
If You would show the way that I should go

[Chorus]
I wanna go with You
I wanna go with You
I wanna go with You
I wanna go with You
I wanna go with You
I wanna go with You

[Verse 2: Yooji Choi]
Oh Father God
Won't You guide me on?
I fear the valley of death is all around
Be my rock
Be my confidante
Carry me the way that I should go
[Chorus]
I wanna go with You
I wanna go with You
I wanna go with You
I wanna go with You
I wanna go with You
I wanna go with You

[Bridge]
Blessed is the one who doesn't walk in the ways of the wicked man
Blessed is the one who never dwells unfaithfully in the land
Blessed is the one who doesn't walk in the ways of the wicked man
Blessed is the one who never dwells unfaithfully in the land
But his delight
Is in the law
The law of the Lord, oh-oh-oh
But his delight
Blessed is the one who doesn't walk in the ways of the wicked man
Blessed is the one who never dwells unfaithfully in the land
But his delight
Is in the law
The law of the Lord, oh-oh-oh
But his delight
Blessed is the one who doesn't walk in the ways of the wicked man
Blessed is the one who never dwells unfaithfully in the land
But his delight
Is in the law
The law of the Lord, oh-oh-oh
But his delight
[Outro]
Day and night
I will delight in the law of the Lord
Day and night
I will delight in the law of the Lord
The Lord is my Shepherd (I wanna go, I wanna go with You
I wanna go, I wanna go with You)
The Lord is my Shepherd (I wanna go, I wanna go with You
I wanna go, I wanna go with You)"
16,Pussy Money Weed,Hype Man Apollo,rap,2014,"[Verse 1: Apollo]

Apollo

I am Syrup

Oh yes I love her like she is all I really need
We stay high together always smoking that weed
She's all that's all my mind
Every time I search she's all that I find

I spend my days wasting time
Trying to stay out of the light of the lime
The grit and the grime
All those fake rappers slime
I ain't here for no sad story
All your crying dose is just bore me
Most of yall just whores to me
Always on your knees
Contracting some disease
That's not what I need
This system full of greed
Rules that will never be heed
Its PSM's time to succeed
Where here to take the lead
And beat everyone that doesn't comply
To our standards set so high
You have no need to try
All yall hates will just die mad
We are strong like the great iron clad
We may be nothing to you
But we be getting that PMW
[Hook]

Oh yes I love her like
Pussy, Money, Weed [x3]

Oh yes I love her like
Pussy, Money, Weed [x3]

Oh yes I love her like
Pussy, Money, Weed [x3]

[Verse 2: P.Stunna]

OH yes I love Her like no otHer
But you know I'm Stunnaman so I will never cuff Her
I'm a Rolling Stone, so I tHink I sHould be tHe cover
Unfortunately my loved ones tHe ones wHo gotta suffer
SHout out to Apollo, man I feel you, I Am Syrup
Got me movin slow I feel like I need anotHer stir up
Pour up
Tryin my Hardest to post-pone tHe Horror
THat'll occur wHen I wake up tomorra
Runnin from my problems I don't tHink I could get fartHer
Time for a reality cHeck
You ain't goin no wHere, your life's a motHerfucking wreck
All tHat's on my mental is Pussy, Money, Weed
At least I'm upfront, being confidential is tHe last tHing I need
If you know me you'd know I'm an arrogant prick
I'm looking in tHe mirror, yo I'm starin at sHit
EacH day my mindstate, ""I gotta get tHis paper""
Wake tHe fuck up, you in tHe gutter, you a faker
[Hook]

Oh yes I love her like
Pussy, Money, Weed [x3]

Oh yes I love her like
Pussy, Money, Weed [x3]

Oh yes I love her like
Pussy, Money, Weed [x3]"
17,No Words,James Barre,pop,2019,"Baby I got no words

[Verse 1]
Walking in the door I've been out since last night
She said where you been, ya, something don't feel right
I'm seeing someone different when I'm looking into your eyes
All that I can see is we've been lost for a long time ya

[Pre-Chorus]
Try to speak
But nothing ever comes out
Suddenly
I'm just in the background
Can't believe
This is where we're at now

{Chorus]
When it comes to you
Baby I got no words
Don't wanna talk too much
Baby cause the truth hurts
I'm all in my head, You're all in my bed
I know that we shouldn't be back here again
When it comes to you
Baby I got no words
Baby I got no words
[Verse 2]
Wish I could wear my heart like your wearing my t-shirt
Just going thru the motions yeah nothing I do works
Used to have it good used to always be us first
Now I'm biting my tongue just watching it all get worse

[Pre-Chorus]
Try to speak
But nothing ever comes out
Suddenly
I'm just in the background
Can't believe
This is where we're at now

{Chorus]
When it comes to you
Baby I got no words
Don't wanna talk too much
Baby cause the truth hurts
I'm all in my head, You're all in my bed
I know that we shouldn't be back here again
When it comes to you
Baby I got no words
Baby I got no words

When it comes to you
Baby I got no words
Don't wanna talk too much
Baby cause the truth hurts
I'm all in my head, You're all in my bed
I know that we shouldn't be back here again
When it comes to you
Baby I got no words
Baby I got no words
[Tag]
Baby I got no words"
18,Know About Me Remix,DJ Green Lantern,rap,2014,"She don't know a thing, she don't know a thing about me
Well, she don't know that I'm on a roll, I'm a motherfucking G

These bitches don't like me, ah, these haters want to fight me, ah
Wake up and get caked up, put these bitches on diets, ah
Wake up and get caked up, wake up and get caked up
Wake up, I turn up

[Instrumental]

Excuse my french, I speak deadly, bread throwing that cheddy
My pocket's nauseous, these ones is vomit, I'm throwing up this confetti
Ugh, I'm spazzing out, and yea I'm going for broke
I'm spazzing out, and yea I'm going for broke

(You don't know) [x4]

She don't know a thing, she don't know a thing about me
Well, she don't know that I'm on a roll, I'm a motherfucking G

She don't know a thing, she don't know a thing about me
Well, she don't know that I'm on a roll, I'm a motherfucking G
These bitches don't like me, ah, these haters want to fight me, ah
Wake up and get caked up, put these bitches on diets, ah
Wake up and get caked up, wake up and get caked up
Wake up, I turn up

[Instrumental]

I turn up

Excuse my french, I speak deadly, bread throwing that cheddy
My pocket's nauseous, these ones is vomit, I'm throwing up this confetti
Ugh, I'm spazzing out, and yea I'm going for broke
I'm spazzing out, and yea I'm going for broke

(You don't know) [x4]"
19,MightHurtMe,Existials,pop,2021,"[Intro] Play Track 24

[Refrain]
Protocol Seven is expected to allow the seamless sharing of information between the Wired and the real world. And now, the following message: Let's all love Lain! Let's all love Lain! Let's all love Lain! Let's all love Lain!

[Verse]
And You don't seem to understand-
And You don't seem to understand-
And You don't seem to understand-
And You don't seem to understand-
And You don't seem to understand-
And You don't seem to understand-
And You don't seem to understand-
And You don't seem to understand-
And You don't seem to understand-

I knew The Fears You Hold So Deep
I knew The Fears You Hold So Deep
I knew The Fears You Hold So Deep
I knew The Fears You Hold So Deep
[Refrain]
And I know what they say might hurt you
And I know what they say might hurt you
And I know what they say might hurt you
And I know what they say might hurt you
And I know what they say might hurt you
And I know what they say might hurt you
And I know what they say might hurt you
And I know what they say might hurt you
And I know what they say might hurt you
And I know what they say might hurt you
And I know what they say might hurt you
And I know what they say might hurt you
And I know what they say might hurt you

[Chorus]
I Am Falling I-
I Am Falling I-
I Am Falling I-
I Am Falling I-
I Am Falling I-
I Am Falling I-
I Am Falling I-
I Am Falling I-
I Am Falling I-
I Am Falling I-
I Am Falling I-
I Am Falling I-
[Outro]
Protocol Seven is expected to allow the seamless sharing of information between the Wired and the real world. And now, the following message: Let's all love Lain! Let's all love Lain! Let's all love Lain! Let's all love Lain!"
20,The Bitch of Living,Spring Awakening Original Broadway Cast,pop,2006,"[MORITZ]
God, I dreamed there was an angel
Who could hear me through the wall
As I cried out, like in Latin
""This is so not life at all!
Help me out, out of this nightmare,""
Then I heard her silver call
She said: ""Just give it time, kid
I come to one and all""

She said, ""Give me that hand, please
And the itch you can't control
Let me teach you how to handle
All the sadness in your soul
Oh, we'll work that silver magic
Then we'll aim it at the wall""
She said, ""Love may make you blind, kid
But I wouldn't mind at all""

[BOYS (OTTO)]
It's the bitch of living
(Bitch, just the bitch)
Nothing but your hand
(Just the bitch, yeah)
Just the bitch of living
As someone, you can't stand
[GEORG]
See, each night, it's like, fantastic
Tossing, turning, without rest
'Cause my day's at the piano
With my teacher and her breasts
And the music's, like, the one thing
I can even get at all
And those breasts! I mean God, please
Just let those apples fall

[BOYS]
It's the bitch of living (Bitch, ah ah ah)
With nothing going on, nothing going on
Just the bitch of living
Asking, ""what went wrong?""
Do they think we want this?
Oh, who knows?

[ERNST]
See, there's showering at gym class

[HANSCHEN]
Bobby Maler, he's the best
Looks so nasty in those khakis

[ERNST]
God, my whole life's, like, some test
[OTTO]
Then there's Marianna Wheelan
As if she'd return my call

[HANSCHEN]
It's like, just kiss some ass, man
Then you can screw 'em all

[BOYS]
All...

[MELCHIOR & BOYS]
It's the bitch of living
It's the bitch of living
And living in your head
In your head
It's the bitch of living
And sensing God is dead

[MORITZ & BOYS, MELCHIOR]
It's the bitch of living
You watch me, just watch me
And trying to get ahead
I'm calling, and one day
It's the bitch of living
Just gettin' out of bed
All will know
It's the bitch of living, living
All will know
Living and getting what you get
Just the bitch of living
[BOYS]
And, Knowing this is it
God, is this it?
This can't be it
Oh God, what a bitch!"
21,Waiting,West Coast Massive,pop,2017,"[Intro]
Flashing lights
Our dreams collide
And here we are
Standing on the edge

[Pre-Chorus]
So far from where we thought we'd ever be
So why don't we know what to do now?

[Chorus]
'Cause I've been waiting
For you to bring me back to life
And you've been waiting
For me to be someone else this time

I've been waiting
For you to bring me back to life
And you've been waiting
For me to be someone else this time
[Drop]
I've been waiting
You've been waiting

[Bridge]
Falling faster than this rollercoaster
Crash into the sun

[Pre-Chorus]
So far from where we thought we'd ever be
So why don't we know what to do now?

[Chorus]
'Cause I've been waiting
For you to bring me back to life
And you've been waiting
For me to be someone else this time

I've been waiting
For you to bring me back to life
And you've been waiting
For me to be someone else this time

[Drop]
I've been waiting
You've been waiting"
22,High Ridin Mama,Bandera,rock,1981,"[Verse 1]
Take me high ridin' mama
I'm ready to ride, girl, any way you want to
Heart full of lovin' will set your mind at ease
Take me high ridin' mama
Up where we can feel that mountain breeze

[Chorus]
Still wishin', still dreamin'
[?] night
Hey listen
Can't you see the light
Can't you see the light
Can't you see the light

[Verse 2]
Take me high ridin' mama
Little bit of kindness is good for your karma
Give me the chance to be the man [?] meant to be
Take me high ridin' mama
Up where we can feel that mountain breeze
[Chorus]
Still wishin', still dreamin'
[?] night
Hey listen
Can't you see the light
Can't you see the light
Can't you see the light
Can't you see the light"
23,Trick Bag,Bill Medley,pop,2007,"12 o'clock at night you walk out the door
You told me baby, you were going to the drug store
Well, in my mind, I knew you were lying
The drug store closed at a quarter to nine

I saw you kissing Jimmy across the fence
I heard you telling Jimmy I ain't got no sense
The way you've been acting is such a drag
You done put me in a trick bag

When I come home, start an argument
Just to keep you from asking where my voodoo went
Peep out the front door, well, I heard the back door slam
I peek out of the window, look at here
Somebody's taking it on the lam

I say I saw you kissing Jimmy across the fence
And I heard you telling Jimmy I ain't got no sense
The way you've been acting is such a drag
You done put me in a trick bag
You put me in a, ooh baby
You put me in a trick bag

We had a fight, then you got mad
Got on the telephone and called your mom and dad
And daddy said, ""She's my daughter and I'm her pa""
He said that you ain't nothing but a son-in-law

Well, I say I saw you kissing Jimmy across the fence
I heard you telling Jimmy I ain't got no sense
The way you've been acting is such a drag
You done put me in a trick bag

Put me in a trick bag, a trick bag
You put me in a trick bag, yes, you did

Put me in a trick bag
Saw you walk out the door
Where were you going at 12 in the midnight, baby?

I saw you kissing Jimmy
Oh, across that fence
I heard you tell Jimmy
Oh, Billy ain't got no damn sense

[Incomprehensible]
You walked out the door
Oh, Jimmy, put me in a trick bag"
24,Highway Puff,Jvy Hella,rap,2021,"[Verse 1]
Pose for the coast I don't give a fuck you know but I did it for the gram
Had to go ghost help my niggas with a rope and I hid it from the cam
Same niggas tossed, I was made to be a boss I can't have it with a scam
Nigga with the sauce bitch I wanna be the cause, need you haters all to scram
I'm tryna be a force have you niggas on a cross everybody finna amp
I'm taking all the bands and I feel like I'm the man, fuck around with a fan
I really tried to date but I'm not good with the fate so I let em bitches.....damn
But Dollie got me thinking I just need a fucking ticket then I'm out here with bang

[Verse 2]
Shit is cold man
I'm gunning for the gold, got a 20 in a rove hella bold with a stove
I'm thinking Richard Millie, all the money get me dizzy bitch I gotta own a show
It's everything I picture and I got it with a dreamer but I cannot be exposed
I owe it all to Jigga he the only realest nigga, got me hustle with a code
And I everything I did was a boast
Every little thing I ever told I had to check up with the most
'Cause I don't ever wanna be deposed
I don't wanna be the one to fold
I'm scared'a that you know
People only call you for they own
And benefit from what you got and later leave you pissed with a tone
How the fuck you see a nigga though
I'm back again you haters gotta go, you niggas getting owned
Is you with the boy? Bitch I got it all but you don't gotta fall
I'll call you when I'm done let's have a little fun you could get me one on one
Now Hella got a ton, run me up to one, army is kinda done"
25,Bootie Bop,U.N.L.V.,rap,2001,"Yo, yo
Uh huh, uh huh
Make em feel this beat
We ain't seeing nothin but some ass wobblin'
Goddamn
Goddamn

I like to watch them hoes twurk shake and shake that ass
See this girl know how to work catch my flow when I splash
Nigga out on the floor bout to get on her head
Bootie bop then pussy bop and you know how they playin
I don't wanna lose control (Why?)
But I been drinkin' alot and I still wanna go and see these hoes
It's goin down in the Dirty make your way
Bend ya knees baby work it like you gonna give it
Look at her legs partly bowed so you know she's a fool
That ol' bobble like she straight went to bobblin' school
Arms up, ass out, g-string in her butt
I tell ya I'mma bout to pass out from on all that needin' of her
Hold up wait a minute
Let a nigga get up in it
I can't wait 'till ya finished
Mammi got my head spinnin'
That bootie be lookin tight
I'm ready to hit it right
No need for you to fight
Cause I'm gonna hit it all night
[Hook x4]
Goddamn
Goddamn ya makin' me hot
So won't you bop-shi-bop-shi-bop-bop
Bootie bop

Now hit it the wall, show the world, girl I like how ya move
Take of your dress, I wanna fuck ya, and toss you up wit' my crew
Likin' you, likin' you with a hell of a curve
This woman's gettin' fifty, mammi need to be served
Block party gettin' naughty and we off the chain
A full bang and shake, pull it sideways
Your body be lookin' good when it get all sweaty
Like that nigga Jubilee I got you hoes ""gettin' ready""
Let a nigga put that wood in ya life, alright
And baby if that pussy good you can ride it all night
Bootie bop, bootie bop, shorty turnin' me on
Who's hot, drop me hot, now I'mma give her the bone
I like em 36-24-36
But most of all I like 'em with they take that dick
I got that Hennessey and that fire off top
Now you can drink to ya bop-bop-bop-bootie bop

[Hook x4]
Goddamn
Goddamn ya makin' me hot
So won't you bop-shi-bop-shi-bop-bop
Bootie bop
[x4]
Bouce bounce for UNLV (Goddamn)
So won't you bop-shi-bop-shi-bop-bop
Bootie bop

[x4]
Goddamn
You makin' me hot
So won't ya, so won't ya, so won't ya
Bootie bop

Bend over girl show me what you workin' with
Bend over girl won't you come and twurk it quick
Bend over, show a nigga what you workin' with
Show a nigga what you workin' with
Bend over girl won't you come and twurk it quick
Bend over girl show me what you workin' with
Bend over, show a nigga what you workin' with
Show a nigga what you workin' with"
26,Doubt  Disregard,Brody Tuesday,pop,2017,"[Intro]
We look into the sky and gaze upon the stars

While we look into the eyes of the planets from afar

As we paint a mental picture of what it's like to be

Along for the ride together just you and me

We look into the sky and gaze upon the stars

While we look into the eyes of the planets from afar

As we paint a mental picture of what it's like to be

Along for the ride together just you and me

[Verse 1:]
My life is serial tension I can't get away from it

It follows me deep down cuz I ain't makin' shit
I done made it this far but I ain't faking this

Organically grown with her and we taking it

To the next level

We never settle

According to me soon I'll be moving to Seattle

Different place another journey 'nother mission

I promise on my life we gon' make a difference

[Pre hook]
They doubt and disregard the kid

But he knows what's good

They doubt and disregard the kid

But he knows what's good

[Hook 1:]
We look into the sky and gaze upon the stars
While we look into the eyes of the planets from afar

As we paint a mental picture of what it's like to be

Along for the ride together just you and me

Look into the sky and gaze upon the stars

While we look into the eyes of the planets from afar

As we paint a mental picture of what it's like to be

Along for the ride together just you and me

[Verse 2:]
Doing things that I always said I woulda' always thought I coulda' now I know I'm gonna, yea

Performing for an audience in a couple a months

Yea I know I'm gonna stunt

Putting music in the cloud let my voice be heard out loud

Now it's time to make a change

Let my world rearrange
So i can engage in a battle of a different kind

Got a whole 'nother thing in mind

[Pre hook]
They doubt and disregard the kid

But I know what's good

They doubt and disregard the kid

But I know what's good

[Outtro]
We look into the sky and gaze upon the stars

While we look into the eyes of the planets from afar

As we paint a mental picture of what it's like to be

Along for the ride together just you and me

Look into the sky and gaze upon the stars

While we look into the eyes of the planets from afar

As we paint a mental picture of what it's like to be

Along for the ride

Along for the ride

Along for the ride

Along for the ride

Yea, just you and me now"
